,CustomerID,InvoiceNo,Total_price,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,InvoiceDate
3570,13455,537802,692.9399999999999,0.0,207.8,257.74,108.55000000000001,118.85,2010-12-08 13:10:59.999998976
3572,13456,553381,207.65999999999997,20.16,20.4,82.6,49.650000000000006,34.85,2011-05-16 15:34:00.000000000
3573,13456,557131,217.4,0.0,33.400000000000006,31.2,118.80000000000001,34.0,2011-06-17 08:52:00.000000000
3574,13456,559315,430.00000000000006,0.0,0.0,15.0,415.00000000000006,0.0,2011-07-07 13:52:00.000000000
3578,13458,538995,1185.8600000000001,20.4,473.70000000000005,376.76,45.0,270.0,2010-12-15 12:05:00.000001024
3579,13458,540268,1489.1800000000007,210.35999999999996,545.75,495.7199999999999,128.9,108.45000000000002,2011-01-06 11:25:00.000001536
3580,13458,543354,818.8600000000001,178.67999999999995,131.16,371.36999999999995,44.85,92.8,2011-02-07 13:49:59.999998720
3581,13458,544968,676.9200000000001,71.16,363.02000000000004,62.94,126.25,53.550000000000004,2011-02-25 11:30:00.000000000
3582,13458,549833,1015.1399999999999,127.2,298.3999999999999,402.64,59.7,127.2,2011-04-12 13:18:59.999998720
3583,13458,552466,443.66,155.45999999999998,137.16,90.03999999999999,15.0,46.0,2011-05-09 15:21:00.000000512
3584,13458,555420,630.4599999999999,50.879999999999995,238.67999999999998,168.14999999999998,123.75000000000001,49.0,2011-06-03 10:29:00.000000768
3585,13458,557871,300.78,10.08,59.00000000000001,98.4,91.80000000000001,41.5,2011-06-23 12:41:00.000000000
3586,13458,561396,794.58,115.68,194.70000000000005,207.1,51.0,226.10000000000002,2011-07-27 10:40:00.000000000
3587,13458,565133,322.97999999999996,37.08,70.80000000000001,85.8,99.30000000000001,30.0,2011-09-01 12:46:00.000000000
3594,13461,558390,576.4000000000001,204.0,332.80000000000007,39.599999999999994,0.0,0.0,2011-06-29 10:23:00.000000000
3595,13461,561031,307.8,288.0,0.0,19.799999999999997,0.0,0.0,2011-07-24 11:32:00.000000000
3597,13462,548608,151.5,10.2,70.2,15.0,0.0,56.1,2011-04-01 11:20:00.000000000
3599,13466,556105,307.90000000000003,85.5,114.3,70.5,17.700000000000003,19.9,2011-06-08 16:39:00.000000000
3602,13468,536562,308.65000000000003,0.0,95.30000000000001,80.14999999999999,32.7,100.5,2010-12-01 15:08:00.000000000
3603,13468,536564,51.4,0.0,0.0,11.6,0.0,39.8,2010-12-01 15:08:00.000000000
3604,13468,537387,222.17999999999998,20.4,25.200000000000003,52.83,39.3,84.45,2010-12-06 13:34:00.000000000
3605,13468,539112,328.77000000000004,10.2,58.800000000000004,58.42,42.6,158.75,2010-12-16 11:14:59.999999744
3606,13468,540770,145.75000000000003,0.0,68.10000000000001,29.95,0.0,47.7,2011-01-11 10:40:00.000000000
3607,13468,542130,146.1,10.5,40.800000000000004,16.3,34.8,43.7,2011-01-25 15:36:00.000000000
3608,13468,542990,141.3,0.0,48.00000000000001,29.699999999999996,0.0,63.6,2011-02-02 11:43:00.000000000
3609,13468,543618,160.15000000000003,0.0,75.9,10.0,74.25,0.0,2011-02-10 14:49:00.000000000
3610,13468,544926,105.20000000000002,0.0,35.400000000000006,15.0,0.0,54.8,2011-02-24 17:50:10.000000000
3611,13468,545904,126.65,0.0,50.400000000000006,11.6,15.0,49.65,2011-03-08 08:52:00.000000000
3612,13468,546255,245.51999999999995,52.32000000000001,78.35,75.19999999999999,29.700000000000003,9.95,2011-03-10 14:56:00.000000000
3613,13468,547017,113.35,0.0,25.799999999999997,35.949999999999996,19.8,31.8,2011-03-18 14:51:00.000000000
3614,13468,547724,102.69999999999999,0.0,0.0,30.0,15.0,57.699999999999996,2011-03-25 10:42:00.000000000
3615,13468,548457,102.4,0.0,40.5,25.5,0.0,36.4,2011-03-31 11:52:00.000000000
3616,13468,548560,297.12,58.32,96.89999999999999,112.19999999999999,29.700000000000003,0.0,2011-04-01 10:10:00.000000000
3617,13468,549021,173.24,0.0,14.4,121.03999999999999,0.0,37.8,2011-04-05 16:13:00.000000000
3618,13468,550255,190.98000000000002,0.0,33.0,62.58,0.0,95.4,2011-04-15 11:47:00.000000000
3619,13468,551294,154.66000000000003,40.559999999999995,32.7,44.44,13.16,23.8,2011-04-27 14:43:00.000000000
3620,13468,552283,109.80000000000001,0.0,16.8,39.45,0.0,53.550000000000004,2011-05-08 12:48:00.000000000
3621,13468,553749,253.8,0.0,174.60000000000002,59.4,19.8,0.0,2011-05-19 09:59:00.000000000
3622,13468,554110,111.4,0.0,33.0,7.5,51.0,19.9,2011-05-22 14:35:00.000000000
3623,13468,556500,102.72,0.0,19.92,19.799999999999997,29.6,33.4,2011-06-13 07:58:00.000000000
3624,13468,559070,110.55,0.0,17.700000000000003,92.85,0.0,0.0,2011-07-06 10:41:00.000000000
3625,13468,560252,115.87,9.0,33.0,37.260000000000005,13.16,23.45,2011-07-17 12:35:00.000000000
3626,13468,561676,106.8,10.799999999999999,0.0,0.0,39.6,56.4,2011-07-28 17:53:00.000000000
3627,13468,562891,107.1,20.6,30.599999999999998,42.9,13.0,0.0,2011-08-10 12:18:00.000000000
3628,13468,564231,121.36999999999999,0.0,33.0,46.06999999999999,42.3,0.0,2011-08-24 10:22:00.000000000
3629,13468,565643,356.75,57.5,224.39999999999998,60.0,14.850000000000001,0.0,2011-09-05 15:56:00.000000000
3630,13468,565937,126.74000000000001,19.919999999999998,46.620000000000005,0.0,0.0,60.199999999999996,2011-09-08 10:52:00.000000000
3631,13468,568219,116.12,28.919999999999998,0.0,21.2,49.5,16.5,2011-09-26 09:59:00.000000000
3639,13470,563499,115.5,0.0,0.0,115.5,0.0,0.0,2011-08-16 17:06:00.000000000
3640,13470,565154,49.5,0.0,0.0,49.5,0.0,0.0,2011-09-01 14:57:00.000000000
3645,13473,540690,241.26000000000002,28.560000000000002,50.4,39.8,86.8,35.7,2011-01-11 08:45:00.000000000
3647,13474,550332,229.58999999999997,35.55,33.800000000000004,85.18999999999998,47.25000000000001,27.8,2011-04-17 13:53:00.000000512
3648,13475,543910,317.11999999999995,97.91999999999999,17.700000000000003,120.9,0.0,80.6,2011-02-14 12:36:00.000000000
3649,13475,547413,589.4,100.2,70.80000000000001,281.4,34.650000000000006,102.35,2011-03-23 09:42:59.999998976
3650,13475,552166,371.95999999999987,60.96000000000001,33.0,246.20000000000002,0.0,31.8,2011-05-06 12:21:00.000000768
3651,13475,555243,153.3,0.0,88.50000000000001,64.8,0.0,0.0,2011-06-01 13:52:00.000000000
3652,13476,545543,727.5999999999999,0.0,65.70000000000002,414.45000000000005,114.5,132.95000000000002,2011-03-03 14:42:59.999998976
3653,13476,556734,510.87000000000006,67.2,32.52,151.35,105.7,154.1,2011-06-14 12:00:00.000000000
3654,13477,544556,185.4,13.919999999999998,30.599999999999998,93.18,0.0,47.7,2011-02-21 12:29:00.000000000
3655,13477,552965,330.62999999999994,9.959999999999999,30.180000000000003,186.89,91.7,11.9,2011-05-12 13:10:00.000000000
3656,13477,557749,249.76000000000002,60.06,42.96,146.73999999999998,0.0,0.0,2011-06-22 12:44:00.000000000
3657,13477,561056,133.76,20.16,0.0,89.80000000000001,11.9,11.9,2011-07-24 13:17:00.000000000
3660,13479,550539,144.35000000000002,34.0,0.0,49.8,50.599999999999994,9.95,2011-04-19 11:27:00.000000000
3661,13479,554146,156.6,0.0,0.0,39.599999999999994,64.65,52.35,2011-05-23 10:45:00.000000000
3662,13481,547884,665.2799999999999,122.10000000000002,205.25,206.18,40.35,91.39999999999999,2011-03-28 09:06:59.999998720
3663,13481,555125,313.71000000000004,20.36,124.8,96.0,14.850000000000001,57.7,2011-05-31 15:26:00.000000000
3664,13481,564162,367.34000000000003,20.46,197.33,108.9,24.75,15.9,2011-08-23 13:26:59.999999488
3665,13481,564163,15.0,0.0,0.0,15.0,0.0,0.0,2011-08-23 13:28:00.000000000
3667,13482,550971,184.64,6.959999999999999,17.700000000000003,112.27999999999999,29.85,17.85,2011-04-21 17:03:00.000000000
3669,13484,549907,313.79999999999995,0.0,0.0,0.0,0.0,313.79999999999995,2011-04-12 16:30:00.000000000
3670,13485,550783,454.24,46.8,175.39000000000001,200.7,14.850000000000001,16.5,2011-04-20 13:58:00.000000000
3671,13486,559346,202.16000000000003,36.12,34.5,111.63999999999999,0.0,19.9,2011-07-07 17:19:00.000000256
3672,13486,562210,617.45,79.56,81.14000000000001,291.75,82.35,82.65,2011-08-03 13:09:59.999998976
3673,13486,567846,302.79999999999995,0.0,103.50000000000001,107.69999999999999,59.85,31.75,2011-09-22 13:13:00.000000000
3674,13487,539730,193.15000000000003,0.0,54.900000000000006,87.6,14.850000000000001,35.8,2010-12-21 14:54:00.000000000
3675,13487,552708,215.64999999999998,31.5,91.60000000000001,13.049999999999999,0.0,79.5,2011-05-10 16:19:00.000000000
3677,13488,537604,1381.92,26.400000000000002,205.79999999999998,597.5199999999999,196.45,355.75,2010-12-07 13:01:00.000001280
3678,13488,540907,1358.2900000000004,187.23999999999998,193.80000000000004,596.65,277.5,103.1,2011-01-12 11:52:00.000000000
3679,13488,543166,655.55,0.0,100.85000000000001,183.45,104.1,267.15,2011-02-04 08:26:59.999998976
3680,13488,547580,713.9499999999997,6.8,103.80000000000001,393.84999999999997,108.2,101.30000000000001,2011-03-24 10:48:00.000000000
3681,13488,553463,927.4500000000002,93.6,188.40000000000003,278.4,158.85000000000002,208.2,2011-05-17 11:01:59.999998464
3682,13488,554866,493.27000000000004,35.519999999999996,97.95,198.1,69.75,91.95,2011-05-27 10:41:00.000000768
3683,13488,560361,272.81000000000006,54.559999999999995,0.0,148.8,69.45,0.0,2011-07-18 11:58:00.000000000
3684,13488,560362,150.78,43.68,0.0,82.19999999999999,24.900000000000002,0.0,2011-07-18 11:59:00.000000000
3685,13488,562964,642.3599999999999,45.239999999999995,83.7,263.92,150.95000000000002,98.55000000000001,2011-08-11 10:29:00.000001024
3686,13488,566572,432.74999999999994,24.96,88.50000000000001,126.93999999999998,49.65,142.7,2011-09-13 12:52:00.000000000
3687,13488,568669,338.06,46.88,12.48,72.8,84.30000000000001,121.6,2011-09-28 13:04:00.000000000
3690,13489,544354,77.27999999999999,18.0,0.0,44.28,15.0,0.0,2011-02-18 10:42:00.000000000
3691,13489,558990,51.36,21.36,0.0,15.0,15.0,0.0,2011-07-05 11:30:00.000000000
3692,13489,564641,162.48000000000002,115.68,0.0,46.8,0.0,0.0,2011-08-26 13:16:00.000000000
3693,13491,536761,98.9,0.0,12.600000000000001,30.6,29.85,25.85,2010-12-02 14:30:00.000000000
3694,13491,538909,97.50000000000001,0.0,0.0,0.0,49.8,47.7,2010-12-15 10:48:00.000000000
3695,13491,540702,140.48999999999998,15.239999999999998,0.0,27.5,29.8,67.95,2011-01-11 09:58:00.000000000
3696,13491,542151,187.85,10.2,0.0,64.35,45.8,67.5,2011-01-26 10:30:00.000000000
3697,13491,543002,117.09000000000002,26.04,25.200000000000003,15.0,37.35,13.5,2011-02-02 12:36:00.000000000
3698,13491,545663,162.07999999999998,43.8,0.0,80.28,15.0,23.0,2011-03-04 14:52:00.000000000
3699,13491,547204,90.80000000000001,16.8,30.599999999999998,27.5,0.0,15.9,2011-03-21 13:58:00.000000000
3700,13491,549117,136.92,78.42,25.200000000000003,17.4,0.0,15.9,2011-04-06 12:56:00.000000000
3701,13491,560109,56.82000000000001,9.120000000000001,0.0,27.9,19.8,0.0,2011-07-15 09:00:00.000000000
3703,13492,552329,315.3,0.0,17.700000000000003,150.6,0.0,147.0,2011-05-09 10:06:00.000000000
3704,13492,558639,360.8,0.0,29.5,198.0,53.8,79.5,2011-07-01 08:55:00.000000000
3705,13492,561332,593.7399999999998,19.84,17.700000000000003,36.3,70.80000000000001,449.09999999999997,2011-07-26 14:25:00.000000512
3706,13493,545034,139.35,0.0,0.0,124.5,14.850000000000001,0.0,2011-02-25 16:42:00.000000000
3707,13493,546134,255.6,0.0,0.0,255.6,0.0,0.0,2011-03-09 15:35:00.000000000
3708,13494,542863,316.26,49.56,88.50000000000001,33.0,26.200000000000003,119.0,2011-02-01 11:58:00.000000000
3709,13495,537419,510.94999999999993,20.4,184.6,98.1,207.85000000000002,0.0,2010-12-06 15:14:00.000000000
3710,13495,538967,354.47999999999996,30.479999999999997,50.400000000000006,69.6,204.0,0.0,2010-12-15 11:32:00.000000000
3711,13495,550936,207.0,20.4,117.0,54.599999999999994,15.0,0.0,2011-04-21 15:15:00.000000000
3714,13496,538903,501.01000000000005,25.439999999999998,112.10000000000002,232.97,77.55000000000001,52.95,2010-12-15 10:17:00.000000768
3716,13497,537298,153.5,20.4,52.400000000000006,0.0,15.0,65.7,2010-12-06 11:37:00.000000000
3717,13497,545342,194.55,40.199999999999996,34.5,59.699999999999996,60.150000000000006,0.0,2011-03-02 09:04:00.000000000
3718,13499,546553,158.23,32.32,78.06,30.0,0.0,17.85,2011-03-15 08:52:00.000000000
3719,13499,551428,305.56,13.6,140.66000000000003,60.0,0.0,91.30000000000001,2011-04-28 14:59:00.000000000
3720,13499,568382,150.05999999999995,51.36,78.9,19.799999999999997,0.0,0.0,2011-09-27 09:33:00.000000000
3723,13500,562774,326.4,0.0,25.200000000000003,99.6,153.0,48.6,2011-08-09 12:20:00.000000000
3726,13501,544931,1340.3199999999997,66.22,340.20000000000005,322.94999999999993,271.85,339.09999999999997,2011-02-24 18:58:59.999998464
3727,13502,541605,114.6,20.4,0.0,34.8,59.400000000000006,0.0,2011-01-20 09:03:00.000000000
3728,13502,546157,74.56,9.36,30.300000000000004,15.0,0.0,19.9,2011-03-10 08:40:00.000000000
3730,13503,568902,216.84999999999997,100.10000000000001,0.0,53.9,45.0,17.85,2011-09-29 13:23:00.000000000
3732,13505,550899,849.6899999999997,95.77999999999999,180.29999999999998,330.81,141.4,101.4,2011-04-21 12:06:59.999998464
3733,13505,555147,746.3999999999999,30.36,165.64000000000004,364.20000000000005,97.10000000000001,89.1,2011-05-31 15:41:00.000001280
3734,13505,558089,547.0299999999999,114.6,114.12,249.01000000000005,69.30000000000001,0.0,2011-06-26 12:36:00.000000000
3735,13505,568650,1490.5100000000004,341.85999999999996,251.53999999999996,599.7099999999999,195.35000000000002,102.05000000000001,2011-09-28 11:55:59.999996928
3736,13506,537129,301.12,49.82,0.0,162.0,63.45,25.85,2010-12-05 12:15:00.000000000
3737,13506,542377,157.4,36.0,55.7,19.799999999999997,30.0,15.9,2011-01-27 13:53:00.000000000
3738,13507,560239,1242.3799999999999,166.78000000000003,201.8,432.1500000000001,235.8,205.85,2011-07-17 11:49:59.999997184
3739,13507,564355,394.09,55.08,80.45000000000002,139.79999999999998,67.76,51.0,2011-08-24 15:12:00.000000000
3740,13507,565384,386.32000000000005,40.32,35.400000000000006,153.14999999999998,19.8,137.65,2011-09-02 15:45:00.000000512
3742,13508,549552,110.97,0.0,12.14,17.75,20.490000000000002,60.59,2011-04-10 11:58:00.000000000
3743,13509,545156,209.32000000000002,79.32000000000001,0.0,130.0,0.0,0.0,2011-02-28 13:27:00.000000000
3744,13509,546404,127.2,0.0,0.0,127.2,0.0,0.0,2011-03-11 15:42:00.000000000
3745,13509,548325,313.49999999999994,106.8,17.700000000000003,189.0,0.0,0.0,2011-03-30 13:00:59.999999744
3746,13509,565080,40.0,0.0,0.0,40.0,0.0,0.0,2011-09-01 08:25:00.000000000
3749,13510,556113,585.3199999999999,135.62,111.1,137.7,93.0,107.9,2011-06-09 09:32:00.000000000
3750,13510,565594,312.49,100.44,104.0,51.3,56.75,0.0,2011-09-05 14:10:59.999999488
3753,13512,547572,251.20999999999998,41.400000000000006,15.299999999999999,98.31,14.850000000000001,81.35,2011-03-24 10:03:00.000000256
3754,13513,562467,205.09999999999997,0.0,17.700000000000003,151.7,0.0,35.7,2011-08-05 11:50:00.000000000
3755,13514,568383,152.20000000000002,0.0,70.80000000000001,0.0,41.5,39.900000000000006,2011-09-27 09:39:00.000000000
3756,13515,549055,203.4,93.6,53.10000000000001,15.0,9.9,31.8,2011-04-06 10:33:00.000000000
3757,13515,560048,132.16,49.36000000000001,17.700000000000003,65.1,0.0,0.0,2011-07-14 15:02:00.000000000
3758,13515,563217,188.40000000000003,58.4,30.599999999999998,84.39999999999999,15.0,0.0,2011-08-14 13:21:00.000000000
3759,13515,568614,367.16,60.8,117.66000000000001,104.1,84.6,0.0,2011-09-28 11:26:00.000000000
3760,13516,550216,146.0,0.0,35.400000000000006,55.8,54.8,0.0,2011-04-15 11:06:00.000000000
3761,13516,568659,474.40999999999997,66.48,149.88,126.19999999999999,131.85,0.0,2011-09-28 12:28:00.000000000
3763,13517,556503,1101.86,154.44,256.72,366.2,171.55,152.95000000000002,2011-06-13 08:43:59.999997952
3764,13517,564432,510.32,53.12,101.10000000000002,118.79999999999998,138.95,98.35000000000001,2011-08-25 11:40:00.000000000
3766,13518,566786,659.4399999999998,59.7,176.5,298.14000000000004,71.2,53.9,2011-09-15 10:29:00.000001280
3767,13519,567941,122.75,0.0,12.600000000000001,23.9,30.650000000000002,55.6,2011-09-22 18:24:00.000000000
3768,13520,536858,223.4,0.0,88.5,119.0,0.0,15.9,2010-12-03 10:36:00.000000000
3769,13520,541569,565.1199999999999,39.22,161.10000000000002,251.7,97.2,15.9,2011-01-19 12:14:00.000000000
3770,13520,547815,450.7800000000001,10.08,159.3,198.39999999999998,83.0,0.0,2011-03-25 14:19:00.000000000
3771,13520,555943,492.68000000000006,27.08,249.4,133.79999999999998,82.4,0.0,2011-06-08 10:15:00.000000256
3772,13520,561116,656.0,17.0,184.8,437.59999999999997,16.6,0.0,2011-07-25 12:22:00.000000000
3778,13523,537822,566.9499999999999,135.0,50.7,132.15,177.95,71.15,2010-12-08 14:21:59.999999744
3779,13523,554348,1695.5399999999997,110.88,146.46000000000004,814.1999999999999,224.0,400.0,2011-05-24 08:49:00.000000256
3780,13523,554350,106.75,0.0,17.700000000000003,0.0,69.15,19.9,2011-05-24 08:51:00.000000000
3783,13524,551822,159.20000000000002,40.8,47.2,31.6,39.6,0.0,2011-05-04 12:26:00.000000000
3784,13524,557313,88.50000000000001,0.0,88.50000000000001,0.0,0.0,0.0,2011-06-19 15:56:00.000000000
3785,13524,564839,161.16,0.0,70.80000000000001,50.76,39.6,0.0,2011-08-30 12:45:00.000000000
3786,13524,567299,75.0,0.0,35.400000000000006,0.0,39.6,0.0,2011-09-19 12:29:00.000000000
3788,13525,549020,50.88,0.0,0.0,50.88,0.0,0.0,2011-04-05 15:36:00.000000000
3790,13527,541272,110.45,0.0,23.4,0.0,87.05000000000001,0.0,2011-01-17 11:17:00.000000000
3791,13527,554089,475.19,41.68,96.64,132.92000000000002,85.5,118.44999999999999,2011-05-22 12:16:00.000000000
3792,13527,563209,444.4400000000001,53.92,90.10000000000001,146.07000000000002,90.75,63.599999999999994,2011-08-14 12:22:59.999998464
3793,13527,564642,336.34000000000003,268.88,24.96,42.5,0.0,0.0,2011-08-26 13:22:00.000000512
3794,13527,566249,482.75000000000006,43.06,91.75,90.17000000000002,116.52000000000001,141.25,2011-09-11 12:09:00.000001280
3795,13527,566253,11.97,11.97,0.0,0.0,0.0,0.0,2011-09-11 12:15:00.000000000
3797,13529,553835,181.1,0.0,0.0,118.19999999999999,62.900000000000006,0.0,2011-05-19 11:50:00.000000000
3798,13529,567698,126.65999999999998,9.959999999999999,12.600000000000001,15.6,49.800000000000004,38.7,2011-09-22 09:15:00.000000000
3799,13531,537840,305.45000000000005,0.0,138.0,62.4,17.700000000000003,87.35,2010-12-08 15:03:00.000000256
3800,13531,553727,178.35,0.0,140.1,21.9,0.0,16.35,2011-05-18 16:56:00.000000000
3802,13533,546846,128.49,21.89,8.850000000000001,65.69999999999999,24.099999999999998,7.95,2011-03-17 12:46:59.999998720
3803,13533,546848,18.15,0.0,5.1,13.049999999999999,0.0,0.0,2011-03-17 12:53:00.000000000
3804,13533,556408,124.14999999999999,23.019999999999996,10.100000000000001,56.03,19.1,15.9,2011-06-10 11:54:00.000000512
3805,13534,539267,253.5,0.0,214.5,39.0,0.0,0.0,2010-12-16 15:23:00.000000000
3806,13534,539268,29.700000000000003,0.0,0.0,0.0,29.700000000000003,0.0,2010-12-16 15:24:00.000000000
3807,13534,540456,188.00000000000003,0.0,93.3,0.0,47.0,47.7,2011-01-07 12:14:00.000000000
3808,13534,542152,182.45,29.5,58.5,33.0,31.6,29.849999999999998,2011-01-26 10:33:00.000000000
3809,13534,542153,164.70000000000002,0.0,117.0,0.0,0.0,47.7,2011-01-26 10:33:00.000000000
3810,13534,542405,31.799999999999997,0.0,0.0,1.95,0.0,29.849999999999998,2011-01-27 16:11:00.000000000
3811,13534,543393,163.7,25.5,78.0,12.5,0.0,47.7,2011-02-08 10:17:00.000000000
3812,13534,543395,15.9,0.0,0.0,0.0,0.0,15.9,2011-02-08 10:17:00.000000000
3813,13534,547537,249.5,42.5,136.5,70.5,0.0,0.0,2011-03-23 15:16:00.000000000
3814,13534,547538,264.8,34.0,195.0,0.0,0.0,35.8,2011-03-23 15:17:00.000000000
3815,13534,549932,124.8,8.5,50.3,66.0,0.0,0.0,2011-04-13 10:40:00.000000000
3816,13534,550830,174.15,8.5,58.5,26.9,30.0,50.25,2011-04-21 10:29:00.000000000
3817,13534,550831,171.20000000000005,8.5,83.2,0.0,0.0,79.5,2011-04-21 10:29:00.000000000
3818,13534,553046,314.0,0.0,187.20000000000002,95.0,0.0,31.8,2011-05-13 09:37:00.000000000
3819,13534,553047,19.799999999999997,0.0,0.0,19.799999999999997,0.0,0.0,2011-05-13 09:38:00.000000000
3820,13534,554465,300.8,29.5,119.3,70.5,31.85,49.650000000000006,2011-05-24 12:36:00.000000000
3821,13534,555583,304.28000000000003,18.58,87.6,109.8,45.0,43.3,2011-06-06 09:03:00.000000000
3822,13534,558643,410.9000000000001,0.0,374.40000000000003,25.0,0.0,11.5,2011-07-01 09:51:00.000000256
3823,13534,561584,307.34999999999997,0.0,50.400000000000006,191.4,0.0,65.55,2011-07-28 10:38:00.000000000
3824,13534,561808,362.0,51.0,291.2,0.0,19.8,0.0,2011-07-29 15:10:59.999999744
3825,13534,564246,338.2,0.0,208.00000000000003,82.5,0.0,47.7,2011-08-24 10:36:00.000000000
3830,13536,568177,455.17,72.28,119.14,112.6,95.94999999999999,55.2,2011-09-25 13:30:00.000000000
3837,13538,542432,166.8,0.0,0.0,0.0,0.0,166.8,2011-01-28 10:40:00.000000000
3838,13538,546153,337.5,0.0,0.0,0.0,0.0,337.5,2011-03-10 07:42:00.000000000
3839,13538,556228,115.2,0.0,0.0,0.0,0.0,115.2,2011-06-09 14:26:00.000000000
3840,13538,560096,95.4,0.0,0.0,0.0,0.0,95.4,2011-07-14 17:20:00.000000000
3841,13538,562942,176.85,0.0,0.0,0.0,0.0,176.85,2011-08-11 08:50:00.000000000
3842,13538,565753,99.0,0.0,0.0,0.0,0.0,99.0,2011-09-06 13:11:00.000000000
3844,13539,543131,164.1,54.599999999999994,17.700000000000003,0.0,60.0,31.8,2011-02-03 15:23:00.000000000
3845,13539,549957,151.55,21.0,12.600000000000001,30.0,56.150000000000006,31.8,2011-04-13 13:45:00.000000000
3846,13539,566783,315.69,0.0,53.44,110.6,84.30000000000001,67.35,2011-09-15 10:18:00.000000000
3847,13544,549943,122.91,16.86,31.53000000000001,38.17,14.7,21.65,2011-04-13 12:09:00.000001280
3849,13546,554202,188.16000000000003,27.700000000000003,46.4,85.76,28.299999999999997,0.0,2011-05-23 12:14:00.000000000
3852,13548,549548,281.00999999999993,36.24000000000001,52.93000000000001,71.94,70.9,49.0,2011-04-10 11:34:59.999999232
3853,13548,565445,401.39999999999986,110.62,115.73,36.849999999999994,69.9,68.3,2011-09-04 14:50:00.000002304
3854,13549,549691,183.5,55.7,68.4,19.799999999999997,39.6,0.0,2011-04-11 13:42:00.000000000
3855,13549,554101,223.7,10.4,73.9,94.39999999999999,45.0,0.0,2011-05-22 13:29:00.000000000
3856,13549,555004,105.35,20.4,15.299999999999999,32.55,23.6,13.5,2011-05-31 09:37:00.000000000
3857,13549,559708,116.54999999999998,13.6,41.300000000000004,29.9,0.0,31.75,2011-07-12 10:05:00.000000000
3858,13549,560715,132.95000000000002,0.0,53.8,27.75,23.6,27.8,2011-07-20 13:21:00.000000000
3861,13551,541978,91.80000000000001,0.0,0.0,0.0,0.0,91.80000000000001,2011-01-24 14:46:00.000000000
3862,13552,542430,313.7,0.0,33.0,17.4,65.1,198.2,2011-01-28 10:10:00.000000000
3863,13552,547893,191.25,0.0,0.0,102.0,0.0,89.25,2011-03-28 10:25:00.000000000
3864,13552,547894,277.8,0.0,23.4,175.8,22.5,56.1,2011-03-28 10:26:00.000000000
3865,13552,553711,538.1800000000001,0.0,29.880000000000003,190.7,149.4,168.2,2011-05-18 15:39:00.000000000
3866,13552,553712,540.36,25.5,117.0,252.0,81.36,64.5,2011-05-18 15:41:00.000000000
3867,13552,556540,146.20000000000002,13.200000000000001,83.2,0.0,49.800000000000004,0.0,2011-06-13 12:51:00.000000000
3868,13552,556541,271.6,10.5,131.70000000000002,26.4,39.6,63.400000000000006,2011-06-13 12:52:00.000000000
3869,13552,562543,463.9,13.28,349.22,49.8,0.0,51.6,2011-08-05 15:45:00.000000000
3870,13552,562606,19.919999999999998,19.919999999999998,0.0,0.0,0.0,0.0,2011-08-08 11:28:00.000000000
3871,13552,566705,471.84,10.2,142.14000000000001,122.4,174.10000000000002,23.0,2011-09-14 11:52:59.999999744
3872,13552,566707,79.8,0.0,0.0,60.0,19.8,0.0,2011-09-14 11:54:00.000000000
3874,13555,554070,976.12,13.28,575.4,196.14,123.8,67.5,2011-05-22 11:06:00.000000256
3875,13555,554072,613.9299999999998,132.63,189.59999999999997,291.69999999999993,0.0,0.0,2011-05-22 11:24:00.000000000
3876,13555,568510,1693.6999999999998,421.06,295.74,647.1,129.3,200.5,2011-09-27 12:26:00.000002048
3877,13555,568513,865.53,39.76,530.6399999999999,251.28,43.85,0.0,2011-09-27 12:36:00.000000000
3878,13557,545635,240.68,51.36,62.64,126.68,0.0,0.0,2011-03-04 12:14:00.000000000
3885,13561,552280,141.86,14.549999999999999,87.86,14.4,4.25,20.8,2011-05-08 12:39:00.000000000
3886,13562,549439,603.2700000000001,18.72,231.00000000000003,49.8,99.3,204.45000000000002,2011-04-08 12:42:00.000000000
3887,13562,560875,606.46,32.16,261.1,154.2,0.0,159.00000000000003,2011-07-21 15:12:00.000000000
3888,13562,567206,589.6,0.0,305.80000000000007,94.19999999999999,0.0,189.59999999999997,2011-09-19 10:50:59.999998976
3889,13563,561020,310.88,28.08,44.7,63.55,14.850000000000001,159.7,2011-07-22 17:21:00.000001280
3890,13563,567139,466.65000000000003,0.0,99.3,250.0,75.35000000000001,42.0,2011-09-16 14:45:00.000000000
3891,13564,537441,540.0,34.96,153.05000000000004,125.59,105.75,120.65,2010-12-06 17:25:59.999998720
3892,13564,539653,658.3799999999998,51.959999999999994,164.20000000000002,246.82000000000002,64.0,131.4,2010-12-20 16:50:00.000001280
3893,13565,540537,110.17999999999999,9.6,2.55,89.53,8.5,0.0,2011-01-09 14:28:00.000000000
3895,13566,567170,585.1799999999997,94.2,103.27999999999999,162.25000000000003,152.90000000000003,72.55,2011-09-18 12:39:59.999999744
3897,13568,557305,192.85000000000005,3.4,55.400000000000006,38.24999999999999,65.25,30.55,2011-06-19 14:42:00.000001536
3898,13569,537595,118.32000000000001,23.17,21.2,4.25,40.8,28.9,2010-12-07 12:29:00.000000768
3900,13570,549561,239.49000000000004,30.75,33.55,152.39000000000001,14.850000000000001,7.95,2011-04-10 13:36:00.000000000
3901,13571,548484,145.27,31.45,52.12,38.0,23.7,0.0,2011-03-31 12:42:59.999999232
